chr	start	end	id	score	size	phits	ghits	ohits	type
4	55400116	55400555	MACS_peak_15104	406.81	439	1	0	0	luma
4	55510635	55510768	MACS_peak_15105	1396.21	133	0	1	0	luma
4	56424917	56425149	MACS_peak_15110	532.66	232	0	1	1	luma
4	70688051	70688429	MACS_peak_15199	403.06	378	1	0	0	luma
4	70918826	70919203	MACS_peak_15200	75.69	377	0	1	0	luma
4	71016656	71016919	MACS_peak_15201	138.55	263	0	2	0	luma
4	82739345	82739647	MACS_peak_15285	820.61	302	0	1	0	luma
4	82785365	82785558	MACS_peak_15286	678.9	193	0	1	0	luma
4	82898243	82898579	MACS_peak_15287	423.21	336	1	1	1	luma
4	83055036	83055238	MACS_peak_15289	500.39	202	0	1	0	luma
4	84760691	84760936	MACS_peak_15300	124.01	245	0	1	0	luma
4	84761795	84762248	MACS_peak_15301	71.7	453	0	1	0	luma
4	100421450	100421785	MACS_peak_15407	541.11	335	0	1	0	luma
4	100473454	100473646	MACS_peak_15408	1023.52	192	0	1	0	luma
4	100528867	100529246	MACS_peak_15409	159.55	379	0	1	0	luma
4	100645645	100645906	MACS_peak_15410	1001.77	261	0	1	0	luma
4	100717981	100718273	MACS_peak_15411	54.15	292	0	1	0	luma
4	100806576	100806909	MACS_peak_15412	424.75	333	0	1	0	luma
4	103187810	103188125	MACS_peak_15426	72.01	315	0	1	0	luma
4	105730412	105730800	MACS_peak_15441	89.02	388	0	2	0	luma
4	105863554	105863858	MACS_peak_15442	108.34	304	0	1	0	luma
4	105865118	105865547	MACS_peak_15443	68.83	429	0	1	0	luma
4	109826823	109827041	MACS_peak_15460	580.62	218	1	0	0	luma
4	122999907	123000237	MACS_peak_15541	55.53	330	0	1	0	luma
4	123017245	123017456	MACS_peak_15542	365.38	211	0	1	0	luma
4	123096096	123096330	MACS_peak_15543	532.66	234	0	1	0	luma
4	123117395	123117600	MACS_peak_15544	896.36	205	0	1	0	luma
4	123196446	123196654	MACS_peak_15545	1320.51	208	0	1	0	luma
4	140360108	140360378	MACS_peak_15617	460.86	270	0	1	1	luma
4	140523798	140524032	MACS_peak_15619	385.26	234	1	0	0	luma
4	145009917	145010205	MACS_peak_15645	96.57	288	0	2	0	luma
4	145609813	145610209	MACS_peak_15647	506.71	396	0	1	0	luma
4	146814704	146814857	MACS_peak_15655	506.18	153	0	1	0	luma
4	146893184	146893652	MACS_peak_15656	147.58	468	0	1	0	luma
4	146916572	146917001	MACS_peak_15657	974.86	429	0	1	0	luma
4	156968469	156968873	MACS_peak_15708	619.12	404	0	1	0	luma
4	168445800	168446087	MACS_peak_15774	82.13	287	0	1	0	luma
4	168870267	168870532	MACS_peak_15775	464.09	265	0	2	0	luma
4	174305804	174306148	MACS_peak_15806	657.74	344	0	1	0	luma
4	174319067	174319490	MACS_peak_15807	1382.4	423	0	1	0	luma
5	5467435	5467694	MACS_peak_15882	578.34	259	0	1	0	luma
5	7868113	7868381	MACS_peak_15893	853.65	268	0	2	0	luma
5	16456292	16456517	MACS_peak_15936	866.35	225	1	0	0	luma
5	36917542	36917851	MACS_peak_16078	64.39	309	0	1	0	luma
5	36944566	36944935	MACS_peak_16079	640.87	369	0	1	0	luma
5	36973212	36973494	MACS_peak_16080	265.34	282	0	1	0	luma
5	37005998	37006346	MACS_peak_16081	417.2	348	0	1	0	luma
5	37332060	37332196	MACS_peak_16083	1435.06	136	0	1	0	luma
5	37412968	37413279	MACS_peak_16084	1350.42	311	0	1	0	luma
5	43105712	43106037	MACS_peak_16128	800.34	325	0	1	0	luma
5	53004807	53005027	MACS_peak_16224	625.11	220	0	1	0	luma
5	55105956	55106380	MACS_peak_16239	579.03	424	1	0	0	luma
5	55292431	55292607	MACS_peak_16240	972.07	176	0	1	1	luma
5	55344346	55344774	MACS_peak_16241	975.66	428	0	1	0	luma
5	57195973	57196114	MACS_peak_16251	345.1	141	0	1	0	luma
5	60649377	60649638	MACS_peak_16274	576.74	261	0	1	0	luma
5	60667882	60668355	MACS_peak_16275	697.34	473	0	1	0	luma
5	62443855	62444149	MACS_peak_16284	446.16	294	0	2	0	luma
5	62460540	62460845	MACS_peak_16285	439.84	305	0	2	0	luma
5	64958815	64959069	MACS_peak_16301	470.06	254	0	1	0	luma
5	66018364	66018774	MACS_peak_16306	953.02	410	0	1	0	luma
5	66040728	66040860	MACS_peak_16307	1116.4	132	0	1	0	luma
5	66050761	66050913	MACS_peak_16308	548.25	152	0	1	0	luma
5	66060780	66061159	MACS_peak_16309	87.49	379	0	1	0	luma
5	69373593	69373806	MACS_peak_16335	602.31	213	1	0	0	luma
5	77752163	77752389	MACS_peak_16423	400.49	226	0	1	0	luma
5	77809519	77809822	MACS_peak_16424	89.02	303	0	1	0	luma
5	94226518	94226928	MACS_peak_16550	189.51	410	0	1	0	luma
5	94737961	94738170	MACS_peak_16551	771.58	209	0	2	0	luma
5	112873088	112873220	MACS_peak_16689	977.06	132	1	1	0	luma
5	112996106	112996309	MACS_peak_16690	989.9	203	0	1	0	luma
5	115831231	115831526	MACS_peak_16708	694.81	295	1	0	0	luma
5	115839080	115839347	MACS_peak_16709	718.95	267	1	1	0	luma
5	115888122	115888358	MACS_peak_16710	516.86	236	0	1	0	luma
5	119062947	119063310	MACS_peak_16732	407.35	363	0	1	1	luma
5	123545654	123545876	MACS_peak_16759	712.32	222	0	1	0	luma
5	123611130	123611593	MACS_peak_16760	1777.03	463	0	1	0	luma
5	131381314	131381637	MACS_peak_16811	312.33	323	0	1	0	luma
5	131515955	131516170	MACS_peak_16812	630.08	215	0	2	0	luma
5	131589578	131589874	MACS_peak_16813	445	296	0	2	0	luma
5	131732334	131732574	MACS_peak_16814	198.25	240	0	2	0	luma
5	131734761	131735222	MACS_peak_16815	55.51	461	0	2	0	luma
5	131778363	131778710	MACS_peak_16816	94.4	347	0	2	0	luma
5	133025364	133025721	MACS_peak_16825	265.34	357	0	1	0	luma
5	133105993	133106245	MACS_peak_16826	460.18	252	0	1	0	luma
5	136174210	136174408	MACS_peak_16843	662.31	198	0	1	0	luma
5	138195435	138195739	MACS_peak_16859	561.16	304	0	1	0	luma
5	138352355	138352710	MACS_peak_16860	650.16	355	1	0	0	luma
5	138411122	138411447	MACS_peak_16861	1065.38	325	0	1	0	luma
5	138464014	138464374	MACS_peak_16863	526.28	360	1	0	0	luma
5	139548085	139548290	MACS_peak_16871	481.25	205	0	1	0	luma
5	139582556	139582755	MACS_peak_16872	740.33	199	0	1	0	luma
5	139610437	139610759	MACS_peak_16873	424.26	322	0	1	0	luma
5	140997231	140997444	MACS_peak_16881	596.79	213	0	15	0	luma
5	141198901	141199112	MACS_peak_16884	596.79	211	1	0	2	luma
5	141326006	141326367	MACS_peak_16885	397.74	361	1	0	0	luma
5	141330328	141330501	MACS_peak_16886	723.41	173	1	0	0	luma
5	141349805	141350117	MACS_peak_16887	555.79	312	1	3	0	luma
5	141512414	141512631	MACS_peak_16888	746.04	217	1	22	0	luma
5	146130554	146130787	MACS_peak_16922	538.37	233	0	1	0	luma
5	149269044	149269348	MACS_peak_16946	440.4	304	1	0	2	luma
5	149317250	149317480	MACS_peak_16947	532.66	230	0	1	0	luma
5	150484246	150484381	MACS_peak_16953	944.23	135	1	0	1	luma
5	150737303	150737493	MACS_peak_16955	568.54	190	0	1	0	luma
5	150747507	150747988	MACS_peak_16956	72.76	481	0	1	0	luma
5	154180221	154180418	MACS_peak_16989	831.63	197	0	1	0	luma
5	154935769	154936063	MACS_peak_16995	265.34	294	0	1	0	luma
5	154945776	154945951	MACS_peak_16996	972.07	175	1	0	0	luma
5	154953354	154953492	MACS_peak_16997	1148.16	138	0	1	0	luma
5	154967497	154967760	MACS_peak_16998	722.6	263	0	1	0	luma
5	157085373	157085711	MACS_peak_17017	141.66	338	1	0	0	luma
5	157096045	157096366	MACS_peak_17018	312.33	321	0	1	0	luma
5	157816728	157817032	MACS_peak_17021	561.16	304	0	1	0	luma
5	157829086	157829422	MACS_peak_17022	384.23	336	0	1	0	luma
5	160021899	160022247	MACS_peak_17031	888.36	348	0	1	0	luma
5	163456483	163456703	MACS_peak_17058	564.54	220	1	1	0	luma
5	169821286	169821564	MACS_peak_17083	113.31	278	0	1	0	luma
5	169824056	169824386	MACS_peak_17084	63.46	330	0	1	0	luma
5	171912167	171912555	MACS_peak_17097	628.81	388	0	1	0	luma
5	171956095	171956364	MACS_peak_17098	461.5	269	0	1	0	luma
5	172002372	172002715	MACS_peak_17099	380.3	343	0	1	0	luma
5	172207814	172208067	MACS_peak_17102	596.79	253	1	0	0	luma
5	176448109	176448342	MACS_peak_17130	416.25	233	1	0	0	luma
5	177185660	177186105	MACS_peak_17136	1091.75	445	0	1	0	luma
5	177455418	177455800	MACS_peak_17138	401.26	382	1	1	0	luma
5	178130278	178130561	MACS_peak_17146	474.02	283	1	0	0	luma
5	179106627	179107044	MACS_peak_17148	144.59	417	1	0	0	luma
5	179763153	179763517	MACS_peak_17151	1594.76	364	0	1	0	luma
6	482770	483106	MACS_peak_17182	113.69	336	1	0	0	luma
6	494938	495141	MACS_peak_17183	540.33	203	0	1	0	luma
6	605782	606012	MACS_peak_17185	189.46	230	0	1	0	luma
6	617510	617727	MACS_peak_17186	580.62	217	0	1	0	luma
6	624902	625195	MACS_peak_17187	696.46	293	0	1	0	luma
6	2952621	2952979	MACS_peak_17207	648.14	358	1	0	0	luma
6	5143725	5144003	MACS_peak_17217	455.81	278	0	1	0	luma
6	5269054	5269347	MACS_peak_17218	140.77	293	0	1	0	luma
6	5379707	5379965	MACS_peak_17219	468.72	258	0	1	0	luma
6	5398526	5398759	MACS_peak_17220	532.66	233	0	1	0	luma
6	5402239	5402704	MACS_peak_17221	701.99	465	0	1	0	luma
6	5422408	5422606	MACS_peak_17222	831.63	198	0	1	0	luma
6	5471057	5471235	MACS_peak_17223	659.6	178	0	1	0	luma
6	5527988	5528214	MACS_peak_17224	1025.76	226	0	1	0	luma
6	7275976	7276189	MACS_peak_17236	451.43	213	0	1	0	luma
6	7947095	7947450	MACS_peak_17238	189.55	355	0	1	0	luma
6	10813040	10813328	MACS_peak_17255	229.83	288	0	3	0	luma
6	11575546	11575876	MACS_peak_17262	796.13	330	0	1	0	luma
6	31772914	31773134	MACS_peak_17382	413.13	220	1	1	0	luma
6	31795913	31796140	MACS_peak_17383	548.55	227	1	0	0	luma
6	31989450	31989679	MACS_peak_17384	635.07	229	0	1	0	luma
6	32022188	32022417	MACS_peak_17385	635.07	229	0	1	0	luma
6	33391173	33391547	MACS_peak_17392	1022.03	374	1	0	0	luma
6	34843438	34843817	MACS_peak_17396	682.47	379	0	1	0	luma
6	35279407	35279577	MACS_peak_17398	729.92	170	0	1	1	luma
6	35342308	35342498	MACS_peak_17400	474.18	190	1	0	0	luma
6	35415304	35415674	MACS_peak_17401	380.3	370	0	1	0	luma
6	36123904	36124120	MACS_peak_17407	944.23	216	1	0	0	luma
6	41921337	41921581	MACS_peak_17436	525.6	244	1	0	0	luma
6	42580892	42581024	MACS_peak_17437	797.63	132	0	1	0	luma
6	42845075	42845245	MACS_peak_17439	1268.27	170	0	1	0	luma
6	44151964	44152271	MACS_peak_17443	438.71	307	0	1	0	luma
6	44418907	44419235	MACS_peak_17445	75.01	328	0	1	0	luma
6	46142257	46142476	MACS_peak_17454	580.62	219	0	1	0	luma
6	52263839	52264023	MACS_peak_17504	729.14	184	1	0	0	luma
6	53093928	53094234	MACS_peak_17506	816.97	306	0	1	0	luma
6	75262751	75262939	MACS_peak_17671	695.57	188	0	1	0	luma
6	75266596	75267033	MACS_peak_17672	486.55	437	0	1	0	luma
6	75658881	75659103	MACS_peak_17673	555.12	222	0	1	0	luma
6	75660217	75660401	MACS_peak_17674	729.14	184	0	1	0	luma
6	75687619	75687893	MACS_peak_17675	233.74	274	0	1	0	luma
6	75747205	75747342	MACS_peak_17676	914.41	137	1	0	0	luma
6	75855124	75855303	MACS_peak_17677	954.29	179	0	1	0	luma
6	75902888	75903199	MACS_peak_17678	75.63	311	0	1	0	luma
6	75924396	75924859	MACS_peak_17679	1207.96	463	1	0	0	luma
6	75934994	75935226	MACS_peak_17680	514.21	232	0	1	0	luma
6	82178176	82178430	MACS_peak_17732	1171.45	254	0	1	0	luma
6	84179348	84179682	MACS_peak_17744	60.1	334	0	1	0	luma
6	85536014	85536238	MACS_peak_17761	413.13	224	0	1	0	luma
6	85537128	85537381	MACS_peak_17762	1025.76	253	0	1	0	luma
6	87443077	87443335	MACS_peak_17781	595.17	258	0	2	0	luma
6	87673043	87673183	MACS_peak_17782	431.68	140	1	0	0	luma
6	88899531	88899887	MACS_peak_17792	413.31	356	0	1	0	luma
6	88948921	88949193	MACS_peak_17793	166.08	272	0	1	0	luma
6	89729540	89729700	MACS_peak_17798	1098.16	160	0	1	0	luma
6	89796315	89796677	MACS_peak_17799	216.96	362	0	1	0	luma
6	98866667	98866986	MACS_peak_17841	73.94	319	1	0	0	luma
6	99434987	99435265	MACS_peak_17848	579.67	278	1	0	0	luma
6	99451566	99451932	MACS_peak_17849	61.12	366	0	1	0	luma
6	100524005	100524231	MACS_peak_17861	695.57	226	0	1	0	luma
6	100585966	100586271	MACS_peak_17862	222.27	305	0	1	0	luma
6	100608556	100608796	MACS_peak_17863	516.86	240	0	1	0	luma
6	100657820	100658003	MACS_peak_17864	843.77	183	0	1	0	luma
6	100664267	100664593	MACS_peak_17865	546.72	326	0	1	0	luma
6	100678126	100678386	MACS_peak_17866	862.05	260	0	1	0	luma
6	104771309	104771618	MACS_peak_17890	1230.02	309	0	1	0	luma
6	107887092	107887484	MACS_peak_17900	67.84	392	0	1	0	luma
6	108388274	108388607	MACS_peak_17902	86.65	333	0	1	0	luma
6	108515764	108516085	MACS_peak_17903	116.18	321	0	1	0	luma
6	109538435	109538711	MACS_peak_17906	50.69	276	0	1	0	luma
6	109595878	109596147	MACS_peak_17907	183.15	269	0	1	0	luma
6	109598884	109599300	MACS_peak_17908	72.76	416	0	1	0	luma
6	109649949	109650342	MACS_peak_17909	94.57	393	0	1	0	luma
6	109705196	109705464	MACS_peak_17910	587.27	268	0	1	0	luma
6	110145199	110145487	MACS_peak_17915	58.9	288	0	1	0	luma
6	110806226	110806392	MACS_peak_17918	869.22	166	0	1	0	luma
6	110991281	110991440	MACS_peak_17920	781.6	159	0	1	0	luma
6	111300460	111300721	MACS_peak_17922	724.45	261	1	0	0	luma
6	112095457	112095756	MACS_peak_17925	312.33	299	0	1	0	luma
6	112163376	112163658	MACS_peak_17926	453.35	282	0	1	1	luma
6	113936185	113936404	MACS_peak_17937	1785.17	219	1	0	0	luma
6	113994913	113995190	MACS_peak_17938	983.22	277	0	1	1	luma
6	125114213	125114590	MACS_peak_18009	1433.99	377	1	0	0	luma
6	125153560	125153789	MACS_peak_18010	695.57	229	0	1	0	luma
6	125974362	125974719	MACS_peak_18015	1458.45	357	0	1	0	luma
6	130282339	130282541	MACS_peak_18042	814.37	202	0	1	0	luma
6	130308145	130308508	MACS_peak_18043	644.81	363	0	1	0	luma
6	130322762	130322993	MACS_peak_18044	678.9	231	0	1	0	luma
6	130348727	130348924	MACS_peak_18045	122.27	197	0	1	0	luma
6	142146938	142147234	MACS_peak_18128	445	296	1	0	0	luma
6	142188450	142188622	MACS_peak_18129	690.17	172	0	1	0	luma
6	145503236	145503549	MACS_peak_18141	67.1	313	0	1	0	luma
6	145666286	145666685	MACS_peak_18142	68.17	399	0	1	0	luma
6	145679846	145680116	MACS_peak_18143	758.81	270	0	1	0	luma
6	145704255	145704490	MACS_peak_18144	1201.14	235	0	1	0	luma
6	149680632	149680764	MACS_peak_18159	1116.4	132	0	1	0	luma
6	149723852	149724121	MACS_peak_18160	842.54	269	1	0	0	luma
6	151363978	151364257	MACS_peak_18167	312.33	279	1	0	0	luma
6	151406047	151406400	MACS_peak_18168	651.52	353	1	0	0	luma
6	151568650	151568910	MACS_peak_18169	406.81	260	0	1	0	luma
6	154805389	154805659	MACS_peak_18192	697.55	270	0	1	0	luma
6	157045983	157046201	MACS_peak_18200	580.62	218	0	1	0	luma
6	157993706	157993935	MACS_peak_18202	712.57	229	0	1	0	luma
6	158444142	158444357	MACS_peak_18204	681.39	215	0	1	0	luma
6	158972563	158972814	MACS_peak_18207	613.04	251	1	0	0	luma
6	160100627	160100895	MACS_peak_18210	2187.09	268	0	1	0	luma
6	167045907	167046178	MACS_peak_18232	584.96	271	0	1	1	luma
6	169644935	169645133	MACS_peak_18241	451.06	198	0	2	0	luma
6	170575144	170575523	MACS_peak_18245	634.44	379	1	0	0	luma
7	873315	873606	MACS_peak_18262	447.93	291	1	1	0	luma
7	944080	944486	MACS_peak_18263	485.8	406	0	2	0	luma
7	1135857	1136239	MACS_peak_18264	401.26	382	0	1	0	luma
7	1996063	1996381	MACS_peak_18274	432.66	318	0	1	0	luma
7	2247250	2247478	MACS_peak_18275	848.95	228	1	1	0	luma
7	2364908	2365161	MACS_peak_18277	409.01	253	0	1	0	luma
7	2367720	2367866	MACS_peak_18278	1170.45	146	0	1	0	luma
7	2578880	2579059	MACS_peak_18279	898.14	179	0	1	0	luma
7	2748427	2748757	MACS_peak_18281	78.78	330	0	2	0	luma
7	5486976	5487240	MACS_peak_18305	464.74	264	0	1	0	luma
7	5494654	5494906	MACS_peak_18306	746.04	252	0	1	0	luma
7	5665459	5665694	MACS_peak_18308	440.38	235	0	1	1	luma
7	5704499	5704730	MACS_peak_18309	678.9	231	0	1	0	luma
7	5747681	5747881	MACS_peak_18310	1075.85	200	0	1	0	luma
7	5997256	5997542	MACS_peak_18312	357.56	286	0	1	0	luma
7	6007521	6007768	MACS_peak_18313	482.84	247	1	1	0	luma
7	6149472	6149619	MACS_peak_18314	972.07	147	0	1	0	luma
7	6435640	6435918	MACS_peak_18318	627.32	278	0	1	0	luma
7	6455211	6455352	MACS_peak_18319	816.83	141	0	2	0	luma
7	7424409	7424640	MACS_peak_18333	989.9	231	0	1	0	luma
7	7595386	7595854	MACS_peak_18334	784.97	468	0	1	0	luma
7	7678394	7678854	MACS_peak_18335	978.69	460	0	2	1	luma
7	7680595	7680985	MACS_peak_18337	567.67	390	0	2	1	luma
7	17803878	17804097	MACS_peak_18409	580.62	219	0	1	0	luma
7	23185023	23185363	MACS_peak_18444	660.56	340	1	0	0	luma
7	26198187	26198551	MACS_peak_18468	409.51	364	1	1	0	luma
7	27143716	27144005	MACS_peak_18473	449.12	289	2	1	2	luma
7	27150844	27151115	MACS_peak_18474	850.57	271	1	1	3	luma
7	27743674	27743819	MACS_peak_18477	1265.84	145	1	0	0	luma
7	30625403	30625685	MACS_peak_18488	576.71	282	0	1	0	luma
7	32490812	32491268	MACS_peak_18512	477.87	456	1	1	0	luma
7	32579261	32579648	MACS_peak_18513	1198.74	387	0	1	0	luma
7	33170357	33170574	MACS_peak_18522	154.43	217	0	1	0	luma
7	33228110	33228386	MACS_peak_18523	429.01	276	0	1	0	luma
7	33243369	33243643	MACS_peak_18524	1275.79	274	0	1	0	luma
7	33379381	33379583	MACS_peak_18525	611.83	202	0	1	0	luma
7	33411006	33411142	MACS_peak_18526	1586.65	136	0	1	0	luma
7	33459590	33459941	MACS_peak_18527	415.73	351	0	1	0	luma
7	33519730	33520008	MACS_peak_18528	335.61	278	0	1	0	luma
7	44469008	44469256	MACS_peak_18593	763.02	248	0	1	0	luma
7	64334046	64334403	MACS_peak_18785	219.12	357	0	1	0	luma
7	64697061	64697414	MACS_peak_18786	63.13	353	0	1	0	luma
7	66950211	66950343	MACS_peak_18802	1028.85	132	0	1	0	luma
7	67000765	67000996	MACS_peak_18803	532.66	231	0	1	0	luma
7	67040836	67041254	MACS_peak_18804	495.64	418	0	1	0	luma
7	67176765	67176941	MACS_peak_18805	763.02	176	0	1	0	luma
7	72168341	72168586	MACS_peak_18818	487.14	245	0	1	0	luma
7	72915100	72915338	MACS_peak_18823	481.5	238	0	1	0	luma
7	73463148	73463482	MACS_peak_18825	488.44	334	0	1	0	luma
7	74067748	74068114	MACS_peak_18829	296.93	366	0	1	0	luma
7	75452459	75452741	MACS_peak_18839	639.14	282	0	1	0	luma
7	75467505	75467669	MACS_peak_18840	785.52	164	0	1	0	luma
7	75866439	75866770	MACS_peak_18845	543.58	331	0	1	0	luma
7	75931231	75931457	MACS_peak_18846	548.55	226	0	1	0	luma
7	77759316	77759664	MACS_peak_18861	533.26	348	0	1	0	luma
7	77815263	77815535	MACS_peak_18862	695.76	272	0	1	0	luma
7	80453798	80454064	MACS_peak_18878	719.85	266	1	1	0	luma
7	80576083	80576329	MACS_peak_18879	448.91	246	0	1	0	luma
7	80659559	80659776	MACS_peak_18880	746.04	217	0	1	0	luma
7	80667325	80667668	MACS_peak_18881	751.13	343	0	1	0	luma
7	87178386	87178627	MACS_peak_18942	501.16	241	0	1	0	luma
7	90412988	90413261	MACS_peak_18968	583.44	273	0	1	1	luma
7	90427857	90428194	MACS_peak_18969	486.61	337	0	1	1	luma
7	91756801	91757119	MACS_peak_18982	372.13	318	0	1	0	luma
7	91761925	91762250	MACS_peak_18983	62.38	325	0	1	0	luma
7	91792474	91792669	MACS_peak_18984	124.81	195	0	1	0	luma
7	91830141	91830398	MACS_peak_18985	709.49	257	0	1	0	luma
7	91876744	91877054	MACS_peak_18986	557.12	310	0	1	0	luma
7	92217651	92217931	MACS_peak_18990	707.43	280	0	2	0	luma
7	92447186	92447500	MACS_peak_18992	603.02	314	1	0	1	luma
7	92449875	92450080	MACS_peak_18993	972.07	205	1	0	0	luma
7	94395497	94395767	MACS_peak_19014	716.24	270	1	0	0	luma
7	96631932	96632273	MACS_peak_19034	194.53	341	0	1	0	luma
7	96678366	96678642	MACS_peak_19035	557.06	276	0	1	0	luma
7	96704015	96704256	MACS_peak_19036	646.51	241	0	1	0	luma
7	98106497	98106820	MACS_peak_19053	1356.87	323	1	0	0	luma
7	98145696	98146014	MACS_peak_19054	551.85	318	0	1	0	luma
7	99365579	99365850	MACS_peak_19065	460.22	271	0	2	0	luma
7	99415594	99416012	MACS_peak_19066	731.14	418	2	1	0	luma
7	99913154	99913422	MACS_peak_19070	718.04	268	0	1	0	luma
7	100081830	100082142	MACS_peak_19074	790.3	312	0	1	0	luma
7	100217123	100217417	MACS_peak_19076	645.79	294	1	2	0	luma
7	100217896	100218289	MACS_peak_19077	747.46	393	1	2	0	luma
7	100469270	100469638	MACS_peak_19080	363.56	368	0	1	0	luma
7	101309870	101310071	MACS_peak_19086	777.44	201	1	0	1	luma
7	102390833	102391126	MACS_peak_19096	673.02	293	0	1	0	luma
7	102537191	102537452	MACS_peak_19099	507.36	261	3	1	0	luma
7	102539368	102539591	MACS_peak_19100	1589.86	223	3	1	0	luma
7	102544052	102544256	MACS_peak_19101	334.37	204	1	1	0	luma
7	102551642	102551965	MACS_peak_19102	773.07	323	1	2	0	luma
7	102758203	102758517	MACS_peak_19114	473.97	314	0	1	0	luma
7	102782048	102782461	MACS_peak_19115	139.27	413	0	1	0	luma
7	104156771	104157114	MACS_peak_19122	411.54	343	0	1	0	luma
7	105066961	105067101	MACS_peak_19135	876.68	140	0	1	0	luma
7	105260227	105260591	MACS_peak_19136	82.74	364	0	1	0	luma
7	105362053	105362323	MACS_peak_19137	127.5	270	0	1	0	luma
7	107320074	107320316	MACS_peak_19153	780.06	242	0	1	0	luma
7	107351080	107351426	MACS_peak_19154	114.74	346	0	1	0	luma
7	107479527	107479832	MACS_peak_19155	1236.43	305	0	1	0	luma
7	107501706	107501919	MACS_peak_19156	763.02	213	0	1	0	luma
7	107509872	107510197	MACS_peak_19157	149.64	325	0	1	0	luma
7	107510863	107511207	MACS_peak_19158	84.4	344	0	1	0	luma
7	107545778	107545910	MACS_peak_19159	1090.31	132	0	1	0	luma
7	107598909	107599358	MACS_peak_19160	506.92	449	0	1	0	luma
7	107751362	107751562	MACS_peak_19165	1212.73	200	0	1	0	luma
7	116376478	116376803	MACS_peak_19230	76.15	325	0	1	1	luma
7	116409358	116409554	MACS_peak_19231	217.56	196	0	1	1	luma
7	116526150	116526331	MACS_peak_19232	746.04	181	1	0	0	luma
7	116900576	116900842	MACS_peak_19235	719.85	266	0	1	0	luma
7	120799525	120799898	MACS_peak_19261	619.75	373	0	1	0	luma
7	123537099	123537380	MACS_peak_19285	577.45	281	1	0	0	luma
7	123540999	123541234	MACS_peak_19286	516.86	235	1	0	0	luma
7	124856338	124856659	MACS_peak_19300	431.05	321	0	1	0	luma
7	128293696	128293971	MACS_peak_19317	73.29	275	1	0	0	luma
7	128474295	128474608	MACS_peak_19321	1102.85	313	1	0	1	luma
7	130037814	130038042	MACS_peak_19336	577.34	228	0	1	0	luma
7	131192227	131192508	MACS_peak_19344	1414.71	281	0	1	0	luma
7	132986067	132986323	MACS_peak_19351	242.71	256	0	1	0	luma
7	133854715	133855146	MACS_peak_19353	1103.83	431	0	1	0	luma
7	133990976	133991212	MACS_peak_19354	814.37	236	0	1	0	luma
7	139151259	139151547	MACS_peak_19391	416.97	288	0	1	0	luma
7	139184845	139185068	MACS_peak_19392	513.05	223	0	1	0	luma
7	139399337	139399485	MACS_peak_19395	686.78	148	0	2	0	luma
7	140712111	140712390	MACS_peak_19400	52.99	279	0	1	0	luma
7	141650031	141650272	MACS_peak_19405	797.18	241	0	1	0	luma
7	149149166	149149421	MACS_peak_19466	580.75	255	0	1	0	luma
7	151754173	151754375	MACS_peak_19482	814.37	202	0	1	0	luma
7	151844530	151844712	MACS_peak_19483	729.14	182	0	1	0	luma
7	152208255	152208452	MACS_peak_19486	1065.23	197	0	1	0	luma
7	152336821	152337059	MACS_peak_19487	516.86	238	0	1	0	luma
7	156719910	156720217	MACS_peak_19506	96.97	307	0	1	0	luma
7	156778251	156778573	MACS_peak_19507	673.67	322	0	1	0	luma
